candidateId,candidateName,pac,party,type,state,donations
N00027500,Amy Klobuchar,Abiomed Inc,D,sen,MN,3000
N00027500,Amy Klobuchar,AdvaMed,D,sen,MN,3000
N00027500,Amy Klobuchar,Amazon.com,D,sen,MN,2500
N00027500,Amy Klobuchar,American Academy of Nurse Practitioners,D,sen,MN,1000
N00027500,Amy Klobuchar,American Bus Assn,D,sen,MN,1000
N00027500,Amy Klobuchar,American Cable Assn,D,sen,MN,2500
N00027500,Amy Klobuchar,American Council of Life Insurers,D,sen,MN,2000
N00027500,Amy Klobuchar,American Forest & Paper Assn,D,sen,MN,1500
N00027500,Amy Klobuchar,American Iron & Steel Institute,D,sen,MN,1000
N00027500,Amy Klobuchar,American Pharmacists Assn,D,sen,MN,1000
N00027500,Amy Klobuchar,American Sportfishing Assn,D,sen,MN,1000
N00027500,Amy Klobuchar,American Veterinary Medical Assn,D,sen,MN,2000
N00027500,Amy Klobuchar,Ameriprise Financial,D,sen,MN,1000
N00027500,Amy Klobuchar,ArcelorMittal USA,D,sen,MN,1000
N00027500,Amy Klobuchar,Archer Daniels Midland,D,sen,MN,3000
N00027500,Amy Klobuchar,Arkema Inc,D,sen,MN,1000
N00027500,Amy Klobuchar,Associated Milk Producers,D,sen,MN,1000
N00027500,Amy Klobuchar,Association of Equipment Manufacturers,D,sen,MN,1000
N00027500,Amy Klobuchar,Automotive Aftermarket Industry Assn,D,sen,MN,1000
N00027500,Amy Klobuchar,BNSF Railway,D,sen,MN,2500
N00027500,Amy Klobuchar,Barnes & Thornburg,D,sen,MN,2000
N00027500,Amy Klobuchar,Bayer Corp,D,sen,MN,1500
N00027500,Amy Klobuchar,Becton,D,sen,MN,3000
N00027500,Amy Klobuchar,Celanese Corp,D,sen,MN,2500
N00027500,Amy Klobuchar,Cellular Telecom & Internet Assn,D,sen,MN,4000
N00027500,Amy Klobuchar,CenterPoint Energy,D,sen,MN,1000
N00027500,Amy Klobuchar,Cliffs Natural Resources,D,sen,MN,2500
N00027500,Amy Klobuchar,CompTel,D,sen,MN,500
N00027500,Amy Klobuchar,Competitive Carriers Assn,D,sen,MN,1000
N00027500,Amy Klobuchar,Consumer Credit Insurance Assn,D,sen,MN,1000
N00027500,Amy Klobuchar,Covington & Burling,D,sen,MN,1000
N00027500,Amy Klobuchar,Cozen O'Connor,D,sen,MN,1000
N00027500,Amy Klobuchar,Dean Foods,D,sen,MN,2500
N00027500,Amy Klobuchar,Delta Air Lines,D,sen,MN,2500
N00027500,Amy Klobuchar,Dorsey & Whitney,D,sen,MN,1000
N00027500,Amy Klobuchar,Ecolab Inc,D,sen,MN,2500
N00027500,Amy Klobuchar,Edwards Lifesciences,D,sen,MN,2000
N00027500,Amy Klobuchar,Eli Lilly & Co,D,sen,MN,1000
N00027500,Amy Klobuchar,Fertilizer Institute,D,sen,MN,2500
N00027500,Amy Klobuchar,Forest Landowners Assn,D,sen,MN,1000
N00027500,Amy Klobuchar,General Mills,D,sen,MN,1000
N00027500,Amy Klobuchar,General Motors,D,sen,MN,4500
N00027500,Amy Klobuchar,Gerdau Inc,D,sen,MN,1000
N00027500,Amy Klobuchar,Grant Thornton LLP,D,sen,MN,2000
N00027500,Amy Klobuchar,Graphic Packaging International,D,sen,MN,1000
N00027500,Amy Klobuchar,Gray Plant Mooty,D,sen,MN,500
N00027500,Amy Klobuchar,Green Diamond Resource Co,D,sen,MN,1000
N00027500,Amy Klobuchar,Hill-Rom Holdings,D,sen,MN,3000
N00027500,Amy Klobuchar,Hilton Worldwide,D,sen,MN,1000
N00027500,Amy Klobuchar,Holland & Knight,D,sen,MN,1000
N00027500,Amy Klobuchar,Ingram Barge Co,D,sen,MN,1000
N00027500,Amy Klobuchar,Integra Telecom,D,sen,MN,500
N00027500,Amy Klobuchar,International Council of Shopping Cntrs,D,sen,MN,2500
N00027500,Amy Klobuchar,Intl Brotherhood of Electrical Workers,D,sen,MN,5000
N00027500,Amy Klobuchar,Intuit Inc,D,sen,MN,1500
N00027500,Amy Klobuchar,K&L Gates,D,sen,MN,2000
N00027500,Amy Klobuchar,Keystone America PAC,D,sen,MN,5000
N00027500,Amy Klobuchar,Level 3 Communications,D,sen,MN,1000
N00027500,Amy Klobuchar,Lockridge Grindal Nauen PLLP,D,sen,MN,2500
N00027500,Amy Klobuchar,McGuireWoods LLP,D,sen,MN,1000
N00027500,Amy Klobuchar,Medical Device Manufacturers Assn,D,sen,MN,1000
N00027500,Amy Klobuchar,Medtronic Inc,D,sen,MN,3000
N00027500,Amy Klobuchar,Microsoft Corp,D,sen,MN,2500
N00027500,Amy Klobuchar,Midwest Values PAC,D,sen,MN,5000
N00027500,Amy Klobuchar,Minnesota Life Insurance,D,sen,MN,1000
N00027500,Amy Klobuchar,Motion Picture Assn of America,D,sen,MN,1000
N00027500,Amy Klobuchar,Motorola Solutions,D,sen,MN,1000
N00027500,Amy Klobuchar,National Air Traffic Controllers Assn,D,sen,MN,3000
N00027500,Amy Klobuchar,National Alliance of Forest Owners,D,sen,MN,2500
N00027500,Amy Klobuchar,National Assn of Broadcasters,D,sen,MN,1000
N00027500,Amy Klobuchar,National Assn/Mutual Insurance Companies,D,sen,MN,1000
N00027500,Amy Klobuchar,National Marine Manufacturers Assn,D,sen,MN,2500
N00027500,Amy Klobuchar,National Rural Electric Cooperative Assn,D,sen,MN,3500
N00027500,Amy Klobuchar,National Telecommunications Cooperative Assn,D,sen,MN,1000
N00027500,Amy Klobuchar,Oracle Corp,D,sen,MN,2500
N00027500,Amy Klobuchar,PCIA: The Wireless Infrastructure Assn,D,sen,MN,1000
N00027500,Amy Klobuchar,Plumbers/Pipefitters Union,D,sen,MN,5000
N00027500,Amy Klobuchar,Polaris Industries,D,sen,MN,2500
N00027500,Amy Klobuchar,Potlatch Corp,D,sen,MN,2500
N00027500,Amy Klobuchar,Procter & Gamble,D,sen,MN,2500
N00027500,Amy Klobuchar,RGA Reinsurance,D,sen,MN,2500
N00027500,Amy Klobuchar,Radian Group,D,sen,MN,1000
N00027500,Amy Klobuchar,Rayonier Inc,D,sen,MN,1000
N00027500,Amy Klobuchar,Robins,D,sen,MN,2000
N00027500,Amy Klobuchar,Sabre Inc,D,sen,MN,3500
N00027500,Amy Klobuchar,Schneider National,D,sen,MN,1000
N00027500,Amy Klobuchar,Service Employees International Union,D,sen,MN,5000
N00027500,Amy Klobuchar,Smiths Group Services Corp,D,sen,MN,2500
N00027500,Amy Klobuchar,Southeastern Lumber Manufacturers Assn,D,sen,MN,1000
N00027500,Amy Klobuchar,Sprint Corp,D,sen,MN,2000
N00027500,Amy Klobuchar,St Jude Medical,D,sen,MN,4000
N00027500,Amy Klobuchar,State Farm Mutual Automobile Insurance,D,sen,MN,1000
N00027500,Amy Klobuchar,Steptoe & Johnson,D,sen,MN,1000
N00027500,Amy Klobuchar,Steris Corp,D,sen,MN,2000
N00027500,Amy Klobuchar,Symantec Corp,D,sen,MN,2000
N00027500,Amy Klobuchar,Target Corp,D,sen,MN,5000
N00027500,Amy Klobuchar,Thrivent Financial for Lutherans,D,sen,MN,1000
N00027500,Amy Klobuchar,US Cellular,D,sen,MN,1000
N00027500,Amy Klobuchar,US Steel,D,sen,MN,2000
N00027500,Amy Klobuchar,US Telecom Assn,D,sen,MN,1000
N00027500,Amy Klobuchar,Unum Group,D,sen,MN,1000
N00027500,Amy Klobuchar,Vail Resorts,D,sen,MN,3500
N00027500,Amy Klobuchar,Venable LLP,D,sen,MN,1000
N00027500,Amy Klobuchar,Weyerhaeuser Co,D,sen,MN,2000
N00027500,Amy Klobuchar,Windstream Communications,D,sen,MN,2000
N00027500,Amy Klobuchar,XO Communications,D,sen,MN,2500
N00027500,Amy Klobuchar,Yahoo! Inc,D,sen,MN,1000
N00027500,Amy Klobuchar,Yelp Inc,D,sen,MN,2000
N00034580,Angus King,American Wind Energy Assn,I,sen,ME,5000
N00034580,Angus King,Applied Materials Inc,I,sen,ME,2000
N00034580,Angus King,Arent Fox LLP,I,sen,ME,500
N00034580,Angus King,Cisco Systems,I,sen,ME,1000
N00034580,Angus King,DigitalGlobe,I,sen,ME,2500
N00034580,Angus King,EDP Renewables NA,I,sen,ME,1000
N00034580,Angus King,Facebook Inc,I,sen,ME,2500
N00034580,Angus King,Food Marketing Institute,I,sen,ME,2500
N00034580,Angus King,GDF Suez Energy North America,I,sen,ME,2500
N00034580,Angus King,General Dynamics,I,sen,ME,1000
N00034580,Angus King,General Electric,I,sen,ME,1000
N00034580,Angus King,Google Inc,I,sen,ME,5000
N00034580,Angus King,ING Americas,I,sen,ME,1500
N00034580,Angus King,Iberdrola USA,I,sen,ME,2500
N00034580,Angus King,Intel Corp,I,sen,ME,2500
N00034580,Angus King,Intl Brotherhood of Electrical Workers,I,sen,ME,5000
N00034580,Angus King,McDonald's Corp,I,sen,ME,2500
N00034580,Angus King,Micron Technology,I,sen,ME,2500
N00034580,Angus King,NRDC Action Fund,I,sen,ME,1000
N00034580,Angus King,National Assn of Health Underwriters,I,sen,ME,1000
N00034580,Angus King,National Restaurant Assn,I,sen,ME,2500
N00034580,Angus King,Novo Nordisk,I,sen,ME,1000
N00034580,Angus King,SNR Denton,I,sen,ME,2000
N00034580,Angus King,Semiconductor Equipment & Materials Intl,I,sen,ME,1000
N00034580,Angus King,Spectra Energy,I,sen,ME,1000
N00034580,Angus King,Texas Instruments,I,sen,ME,2500
N00034580,Angus King,United Transportation Union,I,sen,ME,2500
N00034580,Angus King,UnitedHealth Group,I,sen,ME,2500
N00034580,Angus King,Unum Group,I,sen,ME,2500
N00034580,Angus King,Verizon Communications,I,sen,ME,2000
N00034580,Angus King,Weyerhaeuser Co,I,sen,ME,2500
N00001955,Ben Cardin,AXA Equitable Life Insurance,D,sen,MD,4500
N00001955,Ben Cardin,Air Line Pilots Assn,D,sen,MD,2000
N00001955,Ben Cardin,Aircraft Owners & Pilots Assn,D,sen,MD,2500
N00001955,Ben Cardin,American Academy of Neurology,D,sen,MD,1000
N00001955,Ben Cardin,American Academy of Ophthalmology,D,sen,MD,2500
N00001955,Ben Cardin,American College of Surgeons Prof Assn,D,sen,MD,2500
N00001955,Ben Cardin,American Council of Life Insurers,D,sen,MD,3000
N00001955,Ben Cardin,American Gastroenterological Assn,D,sen,MD,1000
N00001955,Ben Cardin,American Institute of CPAs,D,sen,MD,2500
N00001955,Ben Cardin,American Psychiatric Assn,D,sen,MD,2500
N00001955,Ben Cardin,American Soc/Pension Prof & Actuaries,D,sen,MD,2500
N00001955,Ben Cardin,American Society of Assn Executives,D,sen,MD,1000
N00001955,Ben Cardin,AmerisourceBergen Corp,D,sen,MD,2500
N00001955,Ben Cardin,Amsted Industries,D,sen,MD,1500
N00001955,Ben Cardin,Austin Industries,D,sen,MD,1500
N00001955,Ben Cardin,Bank of New York Mellon,D,sen,MD,1500
N00001955,Ben Cardin,Bayada Nurses,D,sen,MD,5050
N00001955,Ben Cardin,Bechtel Group,D,sen,MD,2500
N00001955,Ben Cardin,Biotechnology Industry Organization,D,sen,MD,1000
N00001955,Ben Cardin,Blackrock Capital Management,D,sen,MD,3500
N00001955,Ben Cardin,Building Owners & Managers Assn,D,sen,MD,2500
N00001955,Ben Cardin,Burns & McDonnell,D,sen,MD,1500
N00001955,Ben Cardin,CSX Corp,D,sen,MD,2000
N00001955,Ben Cardin,Charles Schwab & Co,D,sen,MD,1500
N00001955,Ben Cardin,Coca-Cola Co,D,sen,MD,2000
N00001955,Ben Cardin,Cummins Inc,D,sen,MD,1000
N00001955,Ben Cardin,Curtiss-Wright Corp,D,sen,MD,1500
N00001955,Ben Cardin,Dow Chemical,D,sen,MD,1000
N00001955,Ben Cardin,Employee-Owned S Corporations of America,D,sen,MD,1500
N00001955,Ben Cardin,Ernst & Young,D,sen,MD,2500
N00001955,Ben Cardin,Exelon Corp,D,sen,MD,2000
N00001955,Ben Cardin,FedEx Express,D,sen,MD,1500
N00001955,Ben Cardin,Fireman's Fund Insurance,D,sen,MD,1000
N00001955,Ben Cardin,Fraternity & Sorority PAC,D,sen,MD,1000
N00001955,Ben Cardin,GEP Administrative Services,D,sen,MD,700
N00001955,Ben Cardin,Garney Holding Co,D,sen,MD,1500
N00001955,Ben Cardin,General Electric,D,sen,MD,1500
N00001955,Ben Cardin,General Motors,D,sen,MD,2500
N00001955,Ben Cardin,Golden Living,D,sen,MD,4000
N00001955,Ben Cardin,Google Inc,D,sen,MD,5000
N00001955,Ben Cardin,Grant Thornton LLP,D,sen,MD,2000
N00001955,Ben Cardin,Guardian Life Insurance,D,sen,MD,2000
N00001955,Ben Cardin,HDR Inc,D,sen,MD,1000
N00001955,Ben Cardin,HNTB Holdings,D,sen,MD,1000
N00001955,Ben Cardin,Harris Corp,D,sen,MD,3000
N00001955,Ben Cardin,Hartford Financial Services,D,sen,MD,1000
N00001955,Ben Cardin,Holden Industries,D,sen,MD,1000
N00001955,Ben Cardin,ING Americas,D,sen,MD,3500
N00001955,Ben Cardin,Insured Retirement Institute,D,sen,MD,2500
N00001955,Ben Cardin,Jackson National Life Insurance,D,sen,MD,1500
N00001955,Ben Cardin,John Hancock Life Insurance,D,sen,MD,1000
N00001955,Ben Cardin,KPMG LLP,D,sen,MD,2500
N00001955,Ben Cardin,LPL Financial,D,sen,MD,2500
N00001955,Ben Cardin,Lifetouch Inc,D,sen,MD,1000
N00001955,Ben Cardin,Lincoln National Corp,D,sen,MD,2000
N00001955,Ben Cardin,Marriott International,D,sen,MD,5000
N00001955,Ben Cardin,Messer Construction,D,sen,MD,1500
N00001955,Ben Cardin,Metlife Inc,D,sen,MD,3000
N00001955,Ben Cardin,Microsoft Corp,D,sen,MD,1000
N00001955,Ben Cardin,Morgan Stanley,D,sen,MD,1500
N00001955,Ben Cardin,NEW Asurion Corp,D,sen,MD,2000
N00001955,Ben Cardin,National Assn of Enrolled Agents,D,sen,MD,1500
N00001955,Ben Cardin,National Assn of Insurance & Financial Advisors,D,sen,MD,1500
N00001955,Ben Cardin,National Assn of Real Estate Investment Trusts,D,sen,MD,1000
N00001955,Ben Cardin,National Thoroughbred Racing Assn,D,sen,MD,2500
N00001955,Ben Cardin,Nationwide,D,sen,MD,2500
N00001955,Ben Cardin,New York Life Insurance,D,sen,MD,3000
N00001955,Ben Cardin,Noble Energy,D,sen,MD,1000
N00001955,Ben Cardin,Northwestern Mutual Life Insurance,D,sen,MD,1500
N00001955,Ben Cardin,Novo Nordisk,D,sen,MD,1000
N00001955,Ben Cardin,Nuclear Energy Institute,D,sen,MD,2000
N00001955,Ben Cardin,Pacific Life Insurance,D,sen,MD,3000
N00001955,Ben Cardin,Pakistani American Physicians PAC,D,sen,MD,5000
N00001955,Ben Cardin,Patton Boggs LLP,D,sen,MD,2000
N00001955,Ben Cardin,PricewaterhouseCoopers,D,sen,MD,2500
N00001955,Ben Cardin,Primerica Inc,D,sen,MD,2000
N00001955,Ben Cardin,Principal Life Insurance,D,sen,MD,2000
N00001955,Ben Cardin,Procter & Gamble,D,sen,MD,2500
N00001955,Ben Cardin,Property Casualty Insurers Assn/America,D,sen,MD,2500
N00001955,Ben Cardin,RGA Reinsurance,D,sen,MD,1000
N00001955,Ben Cardin,Real Estate Roundtable,D,sen,MD,2500
N00001955,Ben Cardin,Retail Industry Leaders Assn,D,sen,MD,1000
N00001955,Ben Cardin,Russell Investment Group,D,sen,MD,1500
N00001955,Ben Cardin,State Farm Mutual Automobile Insurance,D,sen,MD,1000
N00001955,Ben Cardin,State Street Bank & Trust,D,sen,MD,1000
N00001955,Ben Cardin,TIAA-CREF,D,sen,MD,1000
N00001955,Ben Cardin,TeleCommunication Systems Inc,D,sen,MD,9000
N00001955,Ben Cardin,Thrivent Financial for Lutherans,D,sen,MD,3000
N00001955,Ben Cardin,Time Warner,D,sen,MD,1500
N00001955,Ben Cardin,Torch Technologies,D,sen,MD,500
N00001955,Ben Cardin,TransAmerica,D,sen,MD,1500
N00001955,Ben Cardin,United Parcel Service,D,sen,MD,500
N00001955,Ben Cardin,Verizon Communications,D,sen,MD,2000
N00001955,Ben Cardin,Washington Gas Light Co,D,sen,MD,2000
N00001955,Ben Cardin,Wells Fargo,D,sen,MD,1500
N00001955,Ben Cardin,Westinghouse Electric,D,sen,MD,2500
N00035544,Ben Sasse,AFLAC Inc,R,sen,NE,1500
N00035544,Ben Sasse,AON Corp,R,sen,NE,1000
N00035544,Ben Sasse,AT&T Inc,R,sen,NE,1000
N00035544,Ben Sasse,Aaron's Inc,R,sen,NE,2500
N00035544,Ben Sasse,Academy of Nutrition & Dietetics,R,sen,NE,500
N00035544,Ben Sasse,Agricultural Retailers Assn,R,sen,NE,500
N00035544,Ben Sasse,American Assn of Nurse Anesthetists,R,sen,NE,1000
N00035544,Ben Sasse,American Financial Services Assn,R,sen,NE,2000
N00035544,Ben Sasse,American Kennel Club,R,sen,NE,1000
N00035544,Ben Sasse,American Land Title Assn,R,sen,NE,1500
N00035544,Ben Sasse,American Sugar Cane League,R,sen,NE,1000
N00035544,Ben Sasse,Arch Coal,R,sen,NE,1000
N00035544,Ben Sasse,Archer Daniels Midland,R,sen,NE,1000
N00035544,Ben Sasse,BNSF Railway,R,sen,NE,4000
N00035544,Ben Sasse,Bank of New York Mellon,R,sen,NE,1500
N00035544,Ben Sasse,Bechtel Group,R,sen,NE,3000
N00035544,Ben Sasse,Bridgepoint Education,R,sen,NE,1000
N00035544,Ben Sasse,Bryan Cave LLP,R,sen,NE,2000
N00035544,Ben Sasse,CME Group,R,sen,NE,2500
N00035544,Ben Sasse,Case New Holland,R,sen,NE,1000
N00035544,Ben Sasse,CenturyLink,R,sen,NE,1000
N00035544,Ben Sasse,Chenega Corp,R,sen,NE,1000
N00035544,Ben Sasse,Coca-Cola Co,R,sen,NE,1000
N00035544,Ben Sasse,Commercial Real Estate Finance Council,R,sen,NE,2500
N00035544,Ben Sasse,ConAgra Foods,R,sen,NE,1000
N00035544,Ben Sasse,Consumer Credit Insurance Assn,R,sen,NE,500
N00035544,Ben Sasse,Council of Insurance Agents & Brokers,R,sen,NE,2500
N00035544,Ben Sasse,Edward Jones,R,sen,NE,2000
N00035544,Ben Sasse,Eisai Inc,R,sen,NE,500
N00035544,Ben Sasse,Encore Capital Group,R,sen,NE,3000
N00035544,Ben Sasse,Enterprise Rent-A-Car,R,sen,NE,2000
N00035544,Ben Sasse,Experian,R,sen,NE,2000
N00035544,Ben Sasse,Faith Family Freedom Fund,R,sen,NE,575
N00035544,Ben Sasse,Farm Credit Council,R,sen,NE,1000
N00035544,Ben Sasse,Federal Home Loan Bank of Topeka,R,sen,NE,1000
N00035544,Ben Sasse,Financial Services Institute,R,sen,NE,2500
N00035544,Ben Sasse,Financial Services Roundtable,R,sen,NE,2500
N00035544,Ben Sasse,HollyFrontier Corp,R,sen,NE,2500
N00035544,Ben Sasse,Kellogg Co,R,sen,NE,2000
N00035544,Ben Sasse,Kirby Corp,R,sen,NE,1000
N00035544,Ben Sasse,LPL Financial,R,sen,NE,6000
N00035544,Ben Sasse,Liberty Mutual Insurance,R,sen,NE,1500
N00035544,Ben Sasse,Lincoln National Corp,R,sen,NE,2000
N00035544,Ben Sasse,Livestock Marketing Assn,R,sen,NE,1000
N00035544,Ben Sasse,Maverick PAC,R,sen,NE,2500
N00035544,Ben Sasse,Medtronic Inc,R,sen,NE,3000
N00035544,Ben Sasse,Morgan Stanley,R,sen,NE,1000
N00035544,Ben Sasse,NANA Development Corp,R,sen,NE,1000
N00035544,Ben Sasse,National Assn of Federal Credit Unions,R,sen,NE,1000
N00035544,Ben Sasse,National Assn of Health Underwriters,R,sen,NE,1000
N00035544,Ben Sasse,National Assn of Spine Specialists,R,sen,NE,2500
N00035544,Ben Sasse,National Retail Federation,R,sen,NE,1000
N00035544,Ben Sasse,National Right to Life,R,sen,NE,1915
N00035544,Ben Sasse,National Telecommunications Cooperative Assn,R,sen,NE,1000
N00035544,Ben Sasse,Nebraska Farm Bureau,R,sen,NE,1000
N00035544,Ben Sasse,NelNet Inc,R,sen,NE,4000
N00035544,Ben Sasse,OSI Restaurant Partners,R,sen,NE,2000
N00035544,Ben Sasse,Prime Therapeutics,R,sen,NE,1000
N00035544,Ben Sasse,Principal Life Insurance,R,sen,NE,1000
N00035544,Ben Sasse,Printing Industries of America,R,sen,NE,1500
N00035544,Ben Sasse,Property Casualty Insurers Assn/America,R,sen,NE,1500
N00035544,Ben Sasse,Protective Life Corp,R,sen,NE,1000
N00035544,Ben Sasse,Prudential Financial,R,sen,NE,500
N00035544,Ben Sasse,Rain & Hail Insurance Society,R,sen,NE,1500
N00035544,Ben Sasse,Raytheon Co,R,sen,NE,1000
N00035544,Ben Sasse,Rock-Tenn Co,R,sen,NE,1000
N00035544,Ben Sasse,Safari Club International,R,sen,NE,2000
N00035544,Ben Sasse,Self-Insurance Institute of America,R,sen,NE,1000
N00035544,Ben Sasse,Senate Conservatives Fund,R,sen,NE,38352
N00035544,Ben Sasse,Smithfield Foods,R,sen,NE,1000
N00035544,Ben Sasse,Southern Co,R,sen,NE,1000
N00035544,Ben Sasse,Southern Minn Beet Sugar Co-Op,R,sen,NE,1000
N00035544,Ben Sasse,State Farm Mutual Automobile Insurance,R,sen,NE,1500
N00035544,Ben Sasse,State Street Bank & Trust,R,sen,NE,1000
N00035544,Ben Sasse,TIAA-CREF,R,sen,NE,1500
N00035544,Ben Sasse,Tenaska Inc,R,sen,NE,1000
N00035544,Ben Sasse,Texas Capital Bank,R,sen,NE,2500
N00035544,Ben Sasse,Thrivent Financial for Lutherans,R,sen,NE,2000
N00035544,Ben Sasse,Total System Services,R,sen,NE,1000
N00035544,Ben Sasse,Trinity Industries,R,sen,NE,1000
N00035544,Ben Sasse,Troutman Sanders,R,sen,NE,1000
N00035544,Ben Sasse,UBS Americas,R,sen,NE,5000
N00035544,Ben Sasse,USAA,R,sen,NE,5000
N00035544,Ben Sasse,United Parcel Service,R,sen,NE,500
N00035544,Ben Sasse,VIGOP (Virgin Islands Republican Party),R,sen,NE,7920
N00035544,Ben Sasse,Valero Energy,R,sen,NE,1000
N00035544,Ben Sasse,Wells Fargo,R,sen,NE,2500
N00035544,Ben Sasse,Zachry Holdings,R,sen,NE,2500
N00035544,Ben Sasse,eBay Inc,R,sen,NE,1500
N00000528,Bernie Sanders,America's Renewable Future,I,sen,VT,10207
N00000528,Bernie Sanders,American Postal Workers Union,I,sen,VT,47015
N00000528,Bernie Sanders,Buffalo For Bernie Sanders,I,sen,VT,1500
N00000528,Bernie Sanders,California Nurses Assn,I,sen,VT,1500
N00000528,Bernie Sanders,Communications Workers of America,I,sen,VT,298510
N00000528,Bernie Sanders,Ending Spending Action Fund,I,sen,VT,804319
N00000528,Bernie Sanders,Flores For Congress,I,sen,VT,2000
N00000528,Bernie Sanders,Friends Of The Earth Action,I,sen,VT,80259
N00000528,Bernie Sanders,Friends of The Earth Action,I,sen,VT,41416
N00000528,Bernie Sanders,Future45,I,sen,VT,44850
N00000528,Bernie Sanders,Harvey P Dosik,I,sen,VT,553
N00000528,Bernie Sanders,Intl Brotherhood of Electrical Workers,I,sen,VT,1959
N00000528,Bernie Sanders,Intl Longshoremen's/Warehousemen's Union,I,sen,VT,4275
N00000528,Bernie Sanders,Iowa Citizens for Community Improvement Action,I,sen,VT,19205
N00000528,Bernie Sanders,Jampac,I,sen,VT,10376
N00000528,Bernie Sanders,Jeffrey Smedberg,I,sen,VT,585
N00000528,Bernie Sanders,Jesse Sbaih For Congress,I,sen,VT,3036
N00000528,Bernie Sanders,Jim Owles Liberal Democratic Club,I,sen,VT,3783
N00000528,Bernie Sanders,Mary Graydon - Fontana,I,sen,VT,1178
N00000528,Bernie Sanders,Monterey County Democratic Central Cmte,I,sen,VT,886
N00000528,Bernie Sanders,Moveon.org,I,sen,VT,10000
N00000528,Bernie Sanders,NH State Employees Assn,I,sen,VT,3382
N00000528,Bernie Sanders,National Nurses United,I,sen,VT,3837125
N00000528,Bernie Sanders,Paul Gibson,I,sen,VT,1169
N00000528,Bernie Sanders,Pittsburgh Delegates For Bernie,I,sen,VT,4916
N00000528,Bernie Sanders,Progress N@,I,sen,VT,1263
N00000528,Bernie Sanders,Progressive Vote                        ,I,sen,VT,1262
N00000528,Bernie Sanders,Progressive Wisconsin - Let's Rebuild America,I,sen,VT,69224
N00000528,Bernie Sanders,THE PEOPLE'S LOBBY                                ,I,sen,VT,1069
N00000528,Bernie Sanders,Tarr,I,sen,VT,3967
N00000528,Bernie Sanders,Vernon County Forward,I,sen,VT,763
N00000528,Bernie Sanders,Working Families Party of Oregon,I,sen,VT,900
N00030245,Bill Cassidy,AT&T Inc,R,sen,LA,1000
N00030245,Bill Cassidy,Academy of Nutrition & Dietetics,R,sen,LA,500
N00030245,Bill Cassidy,Acadia Healthcare,R,sen,LA,2500
